prices,market_cap,time,volumes
20312.1600642626,389958366011.2934,2022-11-03 03:02:22.466,45127345413.70884
20318.321247361713,390070228775.75195,2022-11-03 04:00:44.132,44968138747.2932
20368.683662258176,390776419350.7043,2022-11-03 05:03:14.815,44937027985.79379
20367.875568687952,391043181537.3255,2022-11-03 06:11:10.911,44558558436.27852
20327.84338634204,390131035952.5926,2022-11-03 07:12:06.409,44473643723.91065
20286.491991436895,389417848232.72705,2022-11-03 08:11:43.358,49332865214.77689
20289.42925637583,389518158084.4502,2022-11-03 09:15:02.459,52741529733.74454
20309.098548181188,389881552616.9108,2022-11-03 10:12:31.966,54079298569.71732
20251.3892918984,388887705715.85046,2022-11-03 11:13:18.279,54176213718.21567
20121.17137787988,385875587721.5085,2022-11-03 12:14:49.140,54912959402.26588
20090.561006693835,385875587721.5085,2022-11-03 13:14:26.227,45432529757.92406
20162.474052743997,387043779417.8722,2022-11-03 14:16:50.808,56119308290.74487
20311.72814631126,388868356882.8575,2022-11-03 15:03:24.531,58406856871.72374
20247.854984974514,389210075272.14484,2022-11-03 16:06:14.175,58896473632.7577
20266.596995193562,389028777989.86176,2022-11-03 17:01:18.893,59367616823.33443
20250.04378170912,388763800467.8762,2022-11-03 18:01:56.477,59215552605.572525
20245.692662019745,388570177036.164,2022-11-03 19:01:57.042,43171224421.234146
20236.807451368666,388429120087.3338,2022-11-03 20:01:23.228,39411926529.32759
20243.12115883309,388519961849.7751,2022-11-03 21:00:39.541,37129125546.85161
20254.798403369765,389076441455.56915,2022-11-03 22:00:13.230,36379576988.4363
20189.266737292175,388247181731.57,2022-11-03 23:01:32.454,36530387414.4906
20210.912417111318,387756249891.6283,2022-11-04 00:01:24.494,36562782563.979164
20273.557507271104,389202567735.5032,2022-11-04 01:01:25.218,36797378532.69911
20269.922185433366,389102087088.7662,2022-11-04 02:01:04.232,36355099622.60956
20308.734194472534,389843605692.887,2022-11-04 03:00:37.072,36238861725.29885
20323.538194237874,390157630162.884,2022-11-04 04:00:22.608,35850004636.06182
20317.852205987005,390042419567.2291,2022-11-04 05:01:12.619,36088561587.80569
20478.531759691436,391150558612.74023,2022-11-04 06:01:49.779,37127128218.16511
20605.25986313551,395506531421.77563,2022-11-04 07:00:37.853,39024008091.67971
20595.763937506443,395350856723.8214,2022-11-04 08:01:55.231,39146566809.791145
20612.510886676344,395510532788.95074,2022-11-04 09:01:06.613,44854425064.82942
20603.637372510006,395495558786.5234,2022-11-04 10:01:35.716,45564183452.16944
20626.076197845246,394981031777.57367,2022-11-04 11:00:54.375,45300755114.66113
20563.296484582854,394969168288.9692,2022-11-04 12:02:07.566,47192209734.517235
20676.63311242384,397423749148.165,2022-11-04 13:00:12.941,48505270828.87798
20701.52878848929,399851044115.2799,2022-11-04 14:01:15.399,50571097596.32647
21234.3186113337,407608603869.61993,2022-11-04 15:00:31.315,52128201260.95863
20884.18213078864,403578406752.8781,2022-11-04 16:00:51.126,54610725481.898865
20840.449028943098,399356328726.9632,2022-11-04 17:01:03.312,54929170503.96947
20809.45678885675,399035676011.4104,2022-11-04 18:02:01.145,56367104136.658295
21015.317773498842,404184421203.6922,2022-11-04 19:01:17.661,59645859294.88818
